|Descr|Edad mínima|Género|Link|Location|Número de inquilinos|Price|area|estadoconservacion|gastosincluidosenalquiler|gastosincluidosenalquiler |habitacionamueblada|numbanos|numhabitaciones|superficieutil
2298|Es una habitación individual  disponible a partir del dia 01-10-2018. La duración mínima del contrato es 3 meses...|18||/alquilar/habitacion-los_barreros_cuatro_santos30205-945856909543691_109600/|Los Barreros-Cuatro Santos (Distrito Núcleo Urbano. Cartagena)|3|120|murcia|0|0.0||Amueblada|1|4|95
2299|Es una habitación individual exterior disponible a partir del dia 20-03-2019. El tamaño de la habitación es medi...|18||/alquilar/habitacion-san_lorenzo_santa_eulalia30003-945856909635498_109600/|San Lorenzo-Santa Eulalia (Distrito Centro. Murcia Capital)||310|murcia|En buen estado|0.0||Amueblada|1|4|120
2300|Es una habitación doble  disponible a partir del dia 21-05-2019. El tamaño de la habitación es mediana,  con fia...|18||/alquilar/habitacion-san_lorenzo_santa_eulalia30003-945856909653698_109600/|San Lorenzo-Santa Eulalia (Distrito Centro. Murcia Capital)||350|murcia|En buen estado|0.0||Amueblada|1|4|120
2301|Es una habitación individual exterior disponible a partir del dia 01-07-2018. La duración mínima del contrato es...|18||/alquilar/habitacion-puebla_de_soto_rincon_de_seca_la_raya30165-945856909610914_109600/|Puebla de Soto-Rincón de Seca-La Raya (Distrito Pedanías Oeste. Murcia Capital)|2|200|murcia|En buen estado|0.0||Amueblada|2|3|140
2302|Se alquila habitacion en la calle mayor de espinardo, el piso es nuevo a estrenar, precio 180 euros/mes El pis...|18|Chicas|/alquilar/habitacion-beniajan_torreguera_los_ramos30579-945856909668753_109600/|Beniaján-Torregüera-Los Ramos (Distrito Pedanías Sureste. Murcia Capital)|2|250|murcia|A estrenar|0.0||Amueblada|2|1|120
2303|Es una habitación individual  disponible a partir del dia 21-10-2019. La duración mínima del contrato es Más de ...|18|Chicas|/alquilar/habitacion-san_javier_nucleo_urbano30730-945856909674954_109600/|Núcleo Urbano (San Javier)|3|200|murcia|A estrenar|0.0||Amueblada|3|3|162
2304|Es una habitación doble exterior disponible a partir del dia 20-03-2019. El tamaño de la habitación es grande,  ...|18||/alquilar/habitacion-san_basilio_el_ranero30009-945856909635512_109600/|San Basilio-El Ranero (Distrito Ciudad Noroeste. Murcia Capital)||385|murcia|En buen estado|0.0||Amueblada|1|3|80
2305|Es una habitación individual exterior disponible a partir del dia 26-01-2017. La duración mínima del contrato es...|18||/alquilar/habitacion-pedanias_noreste_el_puntal30100-945856909681186_109600/|El Puntal (Distrito Pedanías Noreste. Murcia Capital)|2|280|murcia|0|0.0||Amueblada|2|3|220
2306|Es una habitación individual exterior disponible a partir del dia 20-03-2019. El tamaño de la habitación es medi...|18||/alquilar/habitacion-san_basilio_el_ranero30009-945856909635510_109600/|San Basilio-El Ranero (Distrito Ciudad Noroeste. Murcia Capital)||350|murcia|En buen estado|0.0||Amueblada|1|3|80
2307|Es una habitación individual exterior disponible a partir del dia 27-01-2019. La duración mínima del contrato es...|18||/alquilar/habitacion-puebla_de_soto_rincon_de_seca_la_raya30165-945856909610913_109600/|Puebla de Soto-Rincón de Seca-La Raya (Distrito Pedanías Oeste. Murcia Capital)|2|200|murcia|En buen estado|0.0||Amueblada|2|3|140
2308|Es una habitación individual exterior disponible a partir del dia 21-03-2019. El tamaño de la habitación es medi...|18||/alquilar/habitacion-alcantarilla_centro_urbano-945856909635847_109600/|Alcantarilla|1|245|murcia|En buen estado|0.0||Amueblada|1|1|15
2309|Es una habitación individual exterior disponible a partir del dia 01-09-2019. La duración mínima del contrato es...|18||/alquilar/habitacion-ciudad_noreste_vista_alegre30007-945856909622282_109600/|Vista Alegre (Distrito Ciudad Noreste. Murcia Capital)|3|230|murcia|En buen estado|0.0||Amueblada|1|3|90
2310|Es una habitación individual exterior disponible a partir del dia 21-03-2019. El tamaño de la habitación es medi...|18||/alquilar/habitacion-alcantarilla_centro_urbano-945856909635844_109600/|Alcantarilla|1|245|murcia|En buen estado|0.0||Amueblada|2|1|15
2311|Es una habitación individual  disponible a partir del dia 01-09-2019. La duración mínima del contrato es Más de ...|18|Chicas|/alquilar/habitacion-san_lorenzo_santa_eulalia30003-945856909665991_109600/|San Lorenzo-Santa Eulalia (Distrito Centro. Murcia Capital)|1|280|murcia|0|0.0||Amueblada|2|1|100
2312|Es una habitación individual exterior disponible a partir del dia 20-03-2019. El tamaño de la habitación es medi...|18||/alquilar/habitacion-san_basilio_el_ranero30009-945856909635511_109600/|San Basilio-El Ranero (Distrito Ciudad Noroeste. Murcia Capital)||275|murcia|En buen estado|0.0||Amueblada|1|3|80
2313|Es una habitación individual exterior disponible a partir del dia 01-08-2017. La duración mínima del contrato es...|18|Chicas|/alquilar/habitacion-san_juan_donibane31011-945856909704959_109600/|San Juan - Donibane (Pamplona - Iruña)|3|383|navarra_nafarroa|0|0.0||Amueblada|1|3|80
2314|Es una habitación individual  disponible a partir del dia 12-10-2019. El tamaño de la habitación es mediana,  co...|18||/alquilar/habitacion-lesaca_lesaka_centro_urbano-945856909698554_109600/|Lesaca - Lesaka|3|200|navarra_nafarroa|En buen estado|0.0||Amueblada|2|3|110
2315|Es una habitación individual exterior disponible a partir del dia 03-02-2018. El tamaño de la habitación es medi...|18||/alquilar/habitacion-milagrosa_arrosadia31006-945856909681430_109600/|Milagrosa - Arrosadia (Pamplona - Iruña)|2|300|navarra_nafarroa|0|0.0||Amueblada|1|3|85
2316|Es una habitación individual  disponible a partir del dia 25-09-2019. La duración mínima del contrato es 4 Meses...|18||/alquilar/habitacion-ensanches_zabalguneak31004-945856909693899_109600/|Ensanches - Zabalguneak (Pamplona - Iruña)||660|navarra_nafarroa|A estrenar|0.0||Amueblada|4|4|111
2317|Es una habitación individual  disponible a partir del dia 16-09-2019. El tamaño de la habitación es mediana,  co...|18||/alquilar/habitacion-ensanches_zabalguneak31004-945856909691396_109600/|Ensanches - Zabalguneak (Pamplona - Iruña)||605|navarra_nafarroa|A estrenar|0.0||Amueblada|4|4|102
2318|Es una habitación individual  disponible a partir del dia 16-09-2019. El tamaño de la habitación es mediana,  co...|18||/alquilar/habitacion-ensanches_zabalguneak31004-945856909691394_109600/|Ensanches - Zabalguneak (Pamplona - Iruña)||605|navarra_nafarroa|A estrenar|0.0||Amueblada|4|4|102
2319|Es una habitación doble  disponible a partir del dia 25-09-2019. La duración mínima del contrato es 4 Meses. El ...|18||/alquilar/habitacion-ensanches_zabalguneak31004-945856909693894_109600/|Ensanches - Zabalguneak (Pamplona - Iruña)||700|navarra_nafarroa|A estrenar|0.0||Amueblada|1|1|111
2320|Es una habitación individual  disponible a partir del dia 25-09-2019. La duración mínima del contrato es 4 Meses...|18||/alquilar/habitacion-ensanches_zabalguneak31004-945856909693900_109600/|Ensanches - Zabalguneak (Pamplona - Iruña)||660|navarra_nafarroa|A estrenar|0.0||Amueblada|4|4|111
2321|Es una habitación individual  disponible a partir del dia 16-09-2019. El tamaño de la habitación es mediana,  co...|18||/alquilar/habitacion-ensanches_zabalguneak31004-945856909691395_109600/|Ensanches - Zabalguneak (Pamplona - Iruña)||605|navarra_nafarroa|A estrenar|0.0||Amueblada|4|4|102
2322|Es una habitación individual  disponible a partir del dia 25-09-2019. La duración mínima del contrato es 4 Meses...|18||/alquilar/habitacion-ensanches_zabalguneak31004-945856909693902_109600/|Ensanches - Zabalguneak (Pamplona - Iruña)||660|navarra_nafarroa|A estrenar|0.0||Amueblada|4|4|111
2323|Es una habitación individual  disponible a partir del dia 16-09-2019. El tamaño de la habitación es mediana,  co...|18||/alquilar/habitacion-ensanches_zabalguneak31004-945856909691393_109600/|Ensanches - Zabalguneak (Pamplona - Iruña)||605|navarra_nafarroa|A estrenar|0.0||Amueblada|4|4|102
2324|Es una habitación individual  disponible a partir del dia 25-09-2019. La duración mínima del contrato es 4 Meses...|18||/alquilar/habitacion-ensanches_zabalguneak31004-945856909693901_109600/|Ensanches - Zabalguneak (Pamplona - Iruña)||660|navarra_nafarroa|A estrenar|0.0||Amueblada|4|4|111
2325|Es una habitación individual exterior disponible a partir del dia 31-05-2019. El tamaño de la habitación es gran...|18||/alquilar/habitacion-tudela_centro-945856909655139_109600/|Centro (Tudela)|3|285|navarra_nafarroa|En buen estado|0.0||Amueblada|2|4|150
2326|Es una habitación individual exterior disponible a partir del dia 30-06-2019. El tamaño de la habitación es gran...|18||/alquilar/habitacion-tudela_centro-945856909662905_109600/|Centro (Tudela)|3|285|navarra_nafarroa|En buen estado|0.0||Amueblada|2|4|150
2327|Es una habitación individual  disponible a partir del dia 09-09-2019. La duración mínima del contrato es Más de ...|18||/alquilar/habitacion-ermitagana_mendebaldea_etxabakoitz31008-945856909678919_109600/|Ermitagaña-Mendebaldea-Etxabakoitz (Pamplona - Iruña)|2|420|navarra_nafarroa|En buen estado|0.0||Amueblada|2|3|120
2328|Es una habitación doble exterior disponible a partir del dia 25-03-2019. El tamaño de la habitación es grande,  ...|18||/alquilar/habitacion-cascante_centro_urbano-945856909636278_109600/|Cascante|2|200|navarra_nafarroa|A estrenar|0.0||Amueblada|2|3|100
2329|Es una habitación individual exterior disponible a partir del dia 28-08-2019. La duración mínima del contrato es...|25||/alquilar/habitacion-san_juan_donibane31011-945856909568010_109600/|San Juan - Donibane (Pamplona - Iruña)|2|370|navarra_nafarroa|A estrenar|0.0||Amueblada|2|3|74
2330|Es una habitación individual  disponible a partir del dia 21-09-2019. El tamaño de la habitación es mediana,  co...|18||/alquilar/habitacion-arizu_aritzu-945856909692642_109600/|Arizu   Aritzu (Anue)|1|250|navarra_nafarroa|En buen estado|0.0||Amueblada|2|4|300
2331|Es una habitación doble exterior disponible a partir del dia 09-09-2019. La duración mínima del contrato es Más ...|20||/alquilar/habitacion-san_juan_donibane31011-945856909689215_109600/|San Juan - Donibane (Pamplona - Iruña)|2|400|navarra_nafarroa|A estrenar|0.0||Amueblada|1|3|70
2332|Es una habitación individual exterior disponible a partir del dia 14-04-2019. El tamaño de la habitación es gran...|20||/alquilar/habitacion-iturrama_azpilagana31007-945856909664805_109600/|Iturrama-Azpilagaña (Pamplona - Iruña)|2|320|navarra_nafarroa|0|0.0||Amueblada|2|3|100
2333|Se alquilan habitaciones en pleno centro de Tudela (CHerrerías).Amplios dormitorios funcionales y modernos, muy...|18|Chicas y chicos|/alquilar/habitacion-tudela_centro_urbano-945856908336022_109800/|Centro (Tudela)|4|260|navarra_nafarroa|A estrenar|0.0||Amueblada|0|0|200
2334|Se alquila habitación en el centro de Tudela. Amplios y luminosos dormitorios cerrados con llave, y con toma de ...|18|Chicas y chicos|/alquilar/habitacion-tudela_centro_urbano-945856908463885_109800/|Centro (Tudela)|4|230|navarra_nafarroa|En buen estado|0.0||Amueblada|2|4|140
2335|Es una habitación doble exterior disponible a partir del dia 11-11-2019. El tamaño de la habitación es grande,  ...|18||/alquilar/habitacion-arcos_santa_maria-945856909705456_109600/|Arcos (Santa Maria). Municipio de O Carballiño|2|150|ourense|A estrenar|0.0||Amueblada|2|3|100
2336|Es una habitación individual exterior disponible a partir del dia 10-11-2019. La duración mínima del contrato es...|18||/alquilar/habitacion-ourense_capital_vistahermosa32002-945856909704992_109600/|Vistahermosa (Ourense Capital)|3|180|ourense|En buen estado|0.0||Amueblada|1|1|60
2337|Es una habitación individual exterior disponible a partir del dia 01-07-2019. El tamaño de la habitación es gran...|18||/alquilar/habitacion-ourense_capital_centro32004-945856909667589_109600/|Centro (Ourense Capital)|2|180|ourense|En buen estado|0.0||Amueblada|1|1|150
2338|Es una habitación doble exterior disponible a partir del dia 10-06-2019. El tamaño de la habitación es mediana, ...|18||/alquilar/habitacion-ourense_capital_vistahermosa32002-945856909652301_109600/|Vistahermosa (Ourense Capital)|1|200|ourense|En buen estado|0.0||Amueblada|1|3|70
2339|Se alquila habitación , en piso a compartir con otr@ compañer@ El alquiler sería de 175 euros al mes mas gastos....|25||/alquilar/habitacion-a_carballeira32002-945856909660498_109600/|A Carballeira (Ourense Capital)|1|150|ourense|0|0.0||0|1|3|85
2340|Es una habitación individual  disponible a partir del dia 11-06-2019. El tamaño de la habitación es mediana,  co...|20||/alquilar/habitacion-a_valenza-945856909667596_109600/|A Valenza (Barbadás)|2|150|ourense|En buen estado|0.0||Amueblada|1|3|80
2341|Es una habitación individual exterior disponible a partir del dia 11-11-2019. La duración mínima del contrato es...|18||/alquilar/habitacion-palencia_capital_centro34001-945856909704656_109600/|Centro (Palencia Capital)|2|150|palencia|En buen estado|0.0||Amueblada|1|3|75
2342|Es una habitación individual exterior disponible a partir del dia 04-09-2019. La duración mínima del contrato es...|18|Chicos|/alquilar/habitacion-campo_de_la_juventud_santiago34004-945856909687245_109600/|Campo de la Juventud-Santiago (Palencia Capital)|4|200|palencia|En buen estado|0.0||Amueblada|1|4|75
2343|Se busca chica/o responsable para compartir piso en centro de palencia. Amplias habitaciones, gran salon, cocina...|22||/alquilar/habitacion-san_juanillo_pan_y_guindas34003-945856909180610_109600/|San Juanillo-Pan y Guindas (Palencia Capital)|3|145|palencia|En buen estado|0.0||Amueblada|2|4|120
2344|Es una habitación individual exterior disponible a partir del dia 28-08-2018. El tamaño de la habitación es medi...|18||/alquilar/habitacion-guardo_centro_urbano-945856909671060_109600/|Guardo|1|230|palencia|En buen estado|0.0||Amueblada|2|3|100
2345|Es una habitación individual exterior disponible a partir del dia 28-08-2018. El tamaño de la habitación es medi...|18||/alquilar/habitacion-guardo_centro_urbano-945856909671061_109600/|Guardo|1|230|palencia|En buen estado|0.0||Amueblada|2|3|100
2346|Es una habitación individual exterior disponible a partir del dia 12-10-2019. El tamaño de la habitación es gran...|18||/alquilar/habitacion-centro_echegaray36001-945856909698544_109600/|Centro-Echegaray (Pontevedra Capital)|2|300|pontevedra|A estrenar|0.0||Amueblada|2|4|120
2347|"El piso consta de 4 habitaciones con 3 camas de 135 y 1 de 90cm.Totalmente exterior, con calefacción, electr..."|18||/alquilar/habitacion-zona_praza_de_barcelos36002-945856909675565_109600/|Zona Praza de Barcelos (Pontevedra Capital)|4|260|pontevedra|0|0.0||Amueblada|2|4|90
2348|"El piso consta de 4 habitaciones con 3 camas de 135 y 1 de 90cm.Totalmente exterior, con calefacción, electr..."|18||/alquilar/habitacion-zona_praza_de_barcelos36002-945856909675564_109600/|Zona Praza de Barcelos (Pontevedra Capital)|4|260|pontevedra|0|0.0||Amueblada|2|4|90
2349|Es una habitación doble exterior disponible a partir del dia 03-09-2019. La duración mínima del contrato es Más ...|18||/alquilar/habitacion-zona_praza_de_barcelos36002-945856909669349_109600/|Zona Praza de Barcelos (Pontevedra Capital)|4|265|pontevedra|0|0.0||Amueblada|2|4|100
2350|Es una habitación individual  disponible a partir del dia 25-10-2019. La duración mínima del contrato es Más de ...|18||/alquilar/habitacion-campo_da_torre_mollabao36001-945856909702195_109600/|Campo da Torre-Mollabao (Pontevedra Capital)|2|134|pontevedra|En buen estado|0.0||Amueblada|1|3|120
2351|Es una habitación doble exterior disponible a partir del dia 03-09-2019. La duración mínima del contrato es Más ...|18||/alquilar/habitacion-zona_praza_de_barcelos36002-945856909669348_109600/|Zona Praza de Barcelos (Pontevedra Capital)|4|265|pontevedra|0|0.0||Amueblada|2|4|100
2352|Es una habitación individual  disponible a partir del dia 10-09-2019. La duración mínima del contrato es Más de ...|18||/alquilar/habitacion-zona_areal_garcia_barbon36201-945856909689164_109600/|Zona Areal-García Barbón (Distrito Casco Urbano. Vigo)|3|245|pontevedra|En buen estado|0.0||Amueblada|2|4|100
2353|Es una habitación doble exterior disponible a partir del dia 03-09-2019. La duración mínima del contrato es Más ...|18||/alquilar/habitacion-zona_praza_de_barcelos36002-945856909669364_109600/|Zona Praza de Barcelos (Pontevedra Capital)|4|265|pontevedra|A estrenar|0.0||Amueblada|2|4|100
2354|Es una habitación individual exterior disponible a partir del dia 03-09-2019. La duración mínima del contrato es...|18||/alquilar/habitacion-zona_praza_de_barcelos36002-945856909669366_109600/|Zona Praza de Barcelos (Pontevedra Capital)|4|255|pontevedra|A estrenar|0.0||Amueblada|2|4|100
2355|Es una habitación individual exterior disponible a partir del dia 01-11-2019. La duración mínima del contrato es...|18|Chicas|/alquilar/habitacion-berbes_peniche36202-945856909699672_109600/|Berbés-Peniche (Distrito Casco Urbano. Vigo)|1|200|pontevedra|0|0.0||Amueblada|1|3|85
2356|Es una habitación doble  disponible a partir del dia 03-09-2019. La duración mínima del contrato es Más de 5 mes...|18||/alquilar/habitacion-zona_praza_de_barcelos36002-945856909669365_109600/|Zona Praza de Barcelos (Pontevedra Capital)|4|265|pontevedra|A estrenar|0.0||Amueblada|2|4|100
2357|"El piso consta de 4 habitaciones con 3 camas de 135 y 1 de 90cm.Totalmente exterior, con calefacción, electr..."|18||/alquilar/habitacion-zona_praza_de_barcelos36002-945856909675566_109600/|Zona Praza de Barcelos (Pontevedra Capital)|4|250|pontevedra|0|0.0||0|2|4|90
2358|Es una habitación individual exterior disponible a partir del dia 12-10-2019. El tamaño de la habitación es medi...|18||/alquilar/habitacion-centro_echegaray36001-945856909698547_109600/|Centro-Echegaray (Pontevedra Capital)||300|pontevedra|A estrenar|0.0||Amueblada|2|4|130
2359|Es una habitación doble exterior disponible a partir del dia 03-09-2019. La duración mínima del contrato es 5 Me...|18||/alquilar/habitacion-zona_praza_de_barcelos36002-945856909669347_109600/|Zona Praza de Barcelos (Pontevedra Capital)|4|265|pontevedra|0|0.0||Amueblada|2|4|100
2360|Es una habitación individual  disponible a partir del dia 26-09-2019. La duración mínima del contrato es Más de ...|18||/alquilar/habitacion-zona_praza_de_barcelos36001-945856909694320_109600/|Zona Praza de Barcelos (Pontevedra Capital)|2|200|pontevedra|En buen estado|0.0||Amueblada|2|3|100
2361|2 exterirores una interior, amuebladas|18||/alquilar/habitacion-zona_fernandez_ladreda36003-945856909568786_109600/|Zona Fernández Ladreda (Pontevedra Capital)|1|180|pontevedra|En buen estado|0.0||Amueblada|2|4|115
2362|Habitación amueblada con cama 135|18||/alquilar/habitacion-zona_fernandez_ladreda36003-945856909568787_109600/|Zona Fernández Ladreda (Pontevedra Capital)|2|200|pontevedra|En buen estado|0.0||Amueblada|1|1|15
2363|Es una habitación individual exterior disponible a partir del dia 12-10-2019. El tamaño de la habitación es medi...|18||/alquilar/habitacion-centro_echegaray36001-945856909698545_109600/|Centro-Echegaray (Pontevedra Capital)|2|300|pontevedra|A estrenar|0.0||Amueblada|2|4|120
2364|Es una habitación individual  disponible a partir del dia 12-08-2019. La duración mínima del contrato es Más de ...|18||/alquilar/habitacion-berbes_peniche36211-945856909679953_109600/|Berbés-Peniche (Distrito Casco Urbano. Vigo)|1|200|pontevedra|En buen estado|0.0||Amueblada|1|2|55
2365|Es una habitación individual  disponible a partir del dia 16-07-2019. El tamaño de la habitación es mediana,  si...|18|Chicas|/alquilar/habitacion-zona_praza_independencia_o_castro36208-945856909672663_109600/|Zona Praza Independencia-O Castro (Distrito Casco Urbano. Vigo)|2|300|pontevedra|En buen estado|0.0||Amueblada|1|1|90
2366|Atico totalmente equipado, con internet y magnificas vistas al mar.Dispone de 5 habitaciones, un salón, dos baño...|18||/alquilar/habitacion-zona_areal_garcia_barbon36201-945856909659530_109600/|Zona Areal-García Barbón (Distrito Casco Urbano. Vigo)|3|250|pontevedra|0|0.0||Amueblada|2|5|120
2367|Es una habitación doble exterior disponible a partir del dia 31-08-2019. El tamaño de la habitación es mediana, ...|18|Chicas|/alquilar/habitacion-travesas_balaidos36210-945856909666356_109600/|Travesas-Balaídos (Distrito Casco Urbano. Vigo)|3|230|pontevedra|En buen estado|0.0||Amueblada|2|4|162
2368|Es una habitación individual exterior disponible a partir del dia 20-08-2019. La duración mínima del contrato es...|18||/alquilar/habitacion-lavadores36205-945856909682591_109600/|Lavadores (Vigo)|1|250|pontevedra|A estrenar|0.0||Amueblada|2|2|80
2369|2 exterirores una interior, amuebladas|18||/alquilar/habitacion-zona_fernandez_ladreda36003-945856909653673_109600/|Zona Fernández Ladreda (Pontevedra Capital)|1|200|pontevedra|En buen estado|0.0||Amueblada|2|4|115
2370|Es una habitación individual  disponible a partir del dia 09-09-2019. La duración mínima del contrato es Más de ...|18||/alquilar/habitacion-coiro_san_salvador-945856909682551_109600/|Coiro (San Salvador). Municipio de Cangas|1|87|pontevedra|En buen estado|0.0||Amueblada|1|3|80
2371|2 exterirores una interior, amuebladas|18||/alquilar/habitacion-zona_fernandez_ladreda36003-945856909568785_109600/|Zona Fernández Ladreda (Pontevedra Capital)|1|200|pontevedra|En buen estado|0.0||Amueblada|2|4|115
2372|Es una habitación individual  disponible a partir del dia 09-09-2019. La duración mínima del contrato es Más de ...|18||/alquilar/habitacion-coiro_san_salvador-945856909682552_109600/|Coiro (San Salvador). Municipio de Cangas|1|86|pontevedra|En buen estado|0.0||Amueblada|1|3|80
2373|Es una habitación doble exterior disponible a partir del dia 31-08-2019. El tamaño de la habitación es mediana, ...|18|Chicas|/alquilar/habitacion-travesas_balaidos36210-945856909666355_109600/|Travesas-Balaídos (Distrito Casco Urbano. Vigo)|3|230|pontevedra|En buen estado|0.0||Amueblada|2|4|162
2374|Se alquila una habitación individual equipada con armario empotrado y escritorio, salita y baño privados y cocin...|59||/alquilar/habitacion-casco_urbano_coia36209-945856909682485_109800/|Coia (Distrito Casco Urbano. Vigo)|1|400|pontevedra|En buen estado|0.0||Amueblada|2|3|130
2375|Ubicado en una zona peatonal tranquila, centrica y bien comunicada en la calle Urzaiz. Con parada de autobus a 5...|||/alquilar/habitacion-casco_urbano_calvario36205-945856908132325_109800/|Calvario (Distrito Casco Urbano. Vigo)|4|175|pontevedra|Reformado|0.0||Amueblada|2|5|120
2376|Se alquila habitaciones en piso compartido en la Alamedilla, disponible a partir de febrero 4 habitaciones dispo...|||/alquilar/habitacion-salamanca_capital_distrito_centro-945856909363123_109700/|Centro-Casco Histórico (Salamanca Capital)|3|265|salamanca|En buen estado|0.0||Amueblada|2|5|120
2377|Habitación con baño propio, internet,.Zonas comunes cocina, salón, estar, lavandería.Ambiente de estudio, pe...|20|Chicas y chicos|/alquilar/habitacion-san_bernardo_campus_platina-945856909109910_109700/|San Bernardo-Campus-Platina (Salamanca Capital)|4|200|salamanca|En buen estado|0.0||Amueblada|10|9|25
2378|Es una habitación individual exterior disponible a partir del dia 07-11-2019. La duración mínima del contrato es...|20|Chicas|/alquilar/habitacion-garrido_labradores37004-945856909705780_109600/|Garrido-Labradores (Salamanca Capital)|2|200|salamanca|En buen estado|0.0||Amueblada|1|3|80
2379|Es una habitación individual exterior disponible a partir del dia 31-01-2020. La duración mínima del contrato es...|18||/alquilar/habitacion-garrido_labradores37005-945856909706461_109600/|Garrido-Labradores (Salamanca Capital)|1|260|salamanca|0|0.0||Amueblada|2|2|100
2380|Urbanizacion valdelagua. Autobus cada 15 minutos al campus. Varias habitaciones disponibles.|18||/alquilar/habitacion-santa_marta_de_tormes_centro_urbano-945856909633475_109600/|Santa Marta de Tormes|6|280|salamanca|En buen estado|0.0||Amueblada|5|7|600
2381|Es una habitación doble exterior disponible a partir del dia 01-07-2019. El tamaño de la habitación es grande,  ...|25||/alquilar/habitacion-carmelitas_vidal_barrio_blanco_pizarrales37007-945856909664823_109600/|Carmelitas-Vidal-Barrio Blanco-Pizarrales (Salamanca Capital)|1|250|salamanca|En buen estado|0.0||Amueblada|1|2|90
2382|Es una habitación doble exterior disponible a partir del dia 01-07-2017. La duración mínima del contrato es 1 me...|18||/alquilar/habitacion-delicias_prosperidad_rollo_puente_ladrillo37003-945856909605865_109600/|Delicias-Prosperidad-Rollo-Puente Ladrillo (Salamanca Capital)|4|265|salamanca|A estrenar|0.0||Amueblada|1|4|100
2383|De varios tamaños|18||/alquilar/habitacion-santa_marta_de_tormes_centro_urbano-945856909633477_109600/|Santa Marta de Tormes|5|300|salamanca|En buen estado|0.0||Amueblada|3|6|600
2384|"Se alquila habitacion grande en piso grande. En el precio están incluidos todos los gastos. Tiene Wifi y teléf..."|18||/alquilar/habitacion-salesas_glorieta_chinchibarra_capuchinos37005-945856909687555_109600/|Salesas-Glorieta-Chinchibarra-Capuchinos (Salamanca Capital)|1|270|salamanca|En buen estado|0.0||Amueblada|1|3|80
2385|Es una habitación individual exterior disponible a partir del dia 01-01-2020. La duración mínima del contrato es...|21||/alquilar/habitacion-carmelitas_vidal_barrio_blanco_pizarrales37006-945856909686284_109600/|Carmelitas-Vidal-Barrio Blanco-Pizarrales (Salamanca Capital)|1|150|salamanca|0|0.0||Amueblada|2|4|110
2386|Es una habitación individual exterior disponible a partir del dia 01-03-2018. La duración mínima del contrato es...|18||/alquilar/habitacion-salamanca_capital_distrito_centro37001-945856909625165_109600/|Centro-Casco Histórico (Salamanca Capital)|2|220|salamanca|En buen estado|0.0||Amueblada|2|4|120
2387|Es una habitación individual  disponible a partir del dia 28-09-2019. La duración mínima del contrato es Más de ...|18||/alquilar/habitacion-salamanca_capital_centro_casco_historico37002-945856909694576_109600/|Centro-Casco Histórico (Salamanca Capital)||365|salamanca|0|0.0||Amueblada|3|5|150
2388|Es una habitación individual exterior disponible a partir del dia 01-01-2020. La duración mínima del contrato es...|21||/alquilar/habitacion-carmelitas_vidal_barrio_blanco_pizarrales37006-945856909686286_109600/|Carmelitas-Vidal-Barrio Blanco-Pizarrales (Salamanca Capital)|1|150|salamanca|0|0.0||Amueblada|2|4|110
2389|Es una habitación individual exterior disponible a partir del dia 01-10-2018. El tamaño de la habitación es gran...|18||/alquilar/habitacion-san_bernardo_campus_platina37007-945856909666275_109600/|San Bernardo-Campus-Platina (Salamanca Capital)|4|185|salamanca|0|0.0||Amueblada|2|4|100
2390|Es una habitación individual exterior disponible a partir del dia 01-02-2019. La duración mínima del contrato es...|18|Chicas|/alquilar/habitacion-carmelitas_vidal_barrio_blanco_pizarrales37006-945856909614854_109600/|Carmelitas-Vidal-Barrio Blanco-Pizarrales (Salamanca Capital)||165|salamanca|0|0.0||Amueblada|1|3|85
2391|Es una habitación doble exterior disponible a partir del dia 01-09-2019. La duración mínima del contrato es 2 me...|18||/alquilar/habitacion-santa_marta_de_tormes_centro_urbano-945856909684764_109600/|Santa Marta de Tormes|6|350|salamanca|En buen estado|0.0||Amueblada|1|8|600
2392|Es una habitación individual exterior disponible a partir del dia 01-07-2019. El tamaño de la habitación es gran...|18||/alquilar/habitacion-san_bernardo_campus_platina37007-945856909666276_109600/|San Bernardo-Campus-Platina (Salamanca Capital)|4|185|salamanca|0|0.0||Amueblada|2|4|100
2393|Es una habitación individual  disponible a partir del dia 01-09-2018. La duración mínima del contrato es Más de ...|18||/alquilar/habitacion-garrido_labradores37005-945856909706460_109600/|Garrido-Labradores (Salamanca Capital)|1|210|salamanca|0|0.0||Amueblada|2|2|100
2394|Es una habitación individual exterior disponible a partir del dia 31-01-2020. La duración mínima del contrato es...|18||/alquilar/habitacion-garrido_labradores37005-945856909706462_109600/|Garrido-Labradores (Salamanca Capital)|1|260|salamanca|0|0.0||Amueblada|2|2|100
2395|Es una habitación individual exterior disponible a partir del dia 01-10-2019. El tamaño de la habitación es gran...|18||/alquilar/habitacion-san_bernardo_campus_platina37007-945856909690986_109600/|San Bernardo-Campus-Platina (Salamanca Capital)||125|salamanca|En buen estado|0.0||Amueblada|1|3|80
2396|Es una habitación individual  disponible a partir del dia 07-11-2019. La duración mínima del contrato es Más de ...|18||/alquilar/habitacion-salamanca_capital_centro_casco_historico37002-945856909705773_109600/|Centro-Casco Histórico (Salamanca Capital)|3|300|salamanca|En buen estado|0.0||Amueblada|3|5|120
2397|Es una habitación individual exterior disponible a partir del dia 03-10-2019. El tamaño de la habitación es medi...|18||/alquilar/habitacion-salamanca_capital_centro_casco_historico37001-945856909696283_109600/|Centro-Casco Histórico (Salamanca Capital)||220|salamanca|0|0.0||Amueblada|1|3|80
