Descr,Edad mínima,Género,Link,Location,Número de inquilinos,Price,area,estadoconservacion,gastosincluidosenalquiler,gastosincluidosenalquiler ,habitacionamueblada,numbanos,numhabitaciones,superficieutil
Bonito apartamento de un dormitorio con cama doble + armario empotrado + amplio baño + salón comedor con cocina ...,18,,/alquilar/habitacion-santa_marta_de_tormes_centro_urbano-945856909677969_109600/,Santa Marta de Tormes,1,550,salamanca,En buen estado,0.0,,Amueblada,1,1,50
Es una habitación individual exterior disponible a partir del dia 01-09-2019. La duración mínima del contrato es...,18,,/alquilar/habitacion-garrido_labradores37005-945856909650901_109600/,Garrido-Labradores (Salamanca Capital),3,225,salamanca,En buen estado,0.0,,Amueblada,2,4,110
Es una habitación individual exterior disponible a partir del dia 09-09-2019. La duración mínima del contrato es...,20,Chicas,/alquilar/habitacion-vistahermosa_lasalle_tejares37008-945856909687188_109600/,Vistahermosa-Lasalle-Tejares (Salamanca Capital),1,190,salamanca,En buen estado,0.0,,Amueblada,1,2,70
Es una habitación individual exterior disponible a partir del dia 31-12-2019. La duración mínima del contrato es...,18,Chicas,/alquilar/habitacion-salesas_glorieta_chinchibarra_capuchinos37005-945856909694327_109600/,Salesas-Glorieta-Chinchibarra-Capuchinos (Salamanca Capital),3,267,salamanca,0,0.0,,Amueblada,1,4,74
Es una habitación individual exterior disponible a partir del dia 15-05-2019. El tamaño de la habitación es medi...,18,,/alquilar/habitacion-carmelitas_vidal_barrio_blanco_pizarrales37006-945856909651951_109600/,Carmelitas-Vidal-Barrio Blanco-Pizarrales (Salamanca Capital),,375,salamanca,A estrenar,0.0,,Amueblada,2,5,100
"Es una habitación individual  disponible a partir del dia 02-07-2019. El tamaño de la habitación es grande,  con...",18,,/alquilar/habitacion-salamanca_capital_distrito_centro37001-945856909667993_109600/,Centro-Casco Histórico (Salamanca Capital),1,275,salamanca,En buen estado,0.0,,Amueblada,1,3,84
Es una habitación individual exterior disponible a partir del dia 30-08-2019. La duración mínima del contrato es...,18,,/alquilar/habitacion-salamanca_capital_distrito_centro37001-945856909668449_109600/,Centro-Casco Histórico (Salamanca Capital),5,225,salamanca,En buen estado,0.0,,Amueblada,2,5,100
"Es una habitación individual  disponible a partir del dia 28-09-2019. El tamaño de la habitación es mediana,  si...",18,,/alquilar/habitacion-salamanca_capital_centro_casco_historico37002-945856909694576_109600/,Centro-Casco Histórico (Salamanca Capital),,330,salamanca,0,0.0,,Amueblada,3,5,150
Es una habitación individual exterior disponible a partir del dia 01-07-2019. El tamaño de la habitación es medi...,18,,/alquilar/habitacion-salamanca_capital_distrito_centro37002-945856909651958_109600/,Centro-Casco Histórico (Salamanca Capital),3,300,salamanca,En buen estado,0.0,,Amueblada,2,4,100
Es una habitación individual exterior disponible a partir del dia 15-05-2019. El tamaño de la habitación es medi...,18,,/alquilar/habitacion-carmelitas_vidal_barrio_blanco_pizarrales37006-945856909651953_109600/,Carmelitas-Vidal-Barrio Blanco-Pizarrales (Salamanca Capital),,400,salamanca,A estrenar,0.0,,Amueblada,2,5,100
Es una habitación individual exterior disponible a partir del dia 01-09-2019. La duración mínima del contrato es...,18,,/alquilar/habitacion-garrido_labradores37005-945856909647425_109600/,Garrido-Labradores (Salamanca Capital),3,210,salamanca,En buen estado,0.0,,Amueblada,2,4,100
Es una habitación individual  disponible a partir del dia 28-05-2019. La duración mínima del contrato es 2 meses...,18,,/alquilar/habitacion-san_bernardo_campus_platina37007-945856909651590_109600/,San Bernardo-Campus-Platina (Salamanca Capital),2,175,salamanca,En buen estado,0.0,,Amueblada,1,4,85
Es una habitación doble exterior disponible a partir del dia 28-09-2019. La duración mínima del contrato es 5 Me...,18,,/alquilar/habitacion-salamanca_capital_centro_casco_historico37002-945856909694574_109600/,Centro-Casco Histórico (Salamanca Capital),,340,salamanca,0,0.0,,Amueblada,3,5,150
"telefono 636745748habitación estudiantes a siete minutos a pie del campus. El piso tiene ascensor, calefacción y...",18,,/alquilar/habitacion-san_bernardo_campus_platina37007-945856909683118_109600/,San Bernardo-Campus-Platina (Salamanca Capital),3,400,salamanca,En buen estado,0.0,,0,1,3,100
Es una habitación individual exterior disponible a partir del dia 06-08-2018. La duración mínima del contrato es...,18,Chicas,/alquilar/habitacion-delicias_prosperidad_rollo_puente_ladrillo37003-945856909672946_109600/,Delicias-Prosperidad-Rollo-Puente Ladrillo (Salamanca Capital),,200,salamanca,0,0.0,,Amueblada,2,4,130
Es una habitación individual exterior disponible a partir del dia 01-09-2018. La duración mínima del contrato es...,20,Chicas,/alquilar/habitacion-salamanca_capital_distrito_centro37002-945856909649645_109600/,Centro-Casco Histórico (Salamanca Capital),1,270,salamanca,En buen estado,0.0,,Amueblada,2,4,80
Es una habitación individual exterior disponible a partir del dia 27-05-2019. La duración mínima del contrato es...,18,,/alquilar/habitacion-carmelitas_vidal_barrio_blanco_pizarrales37006-945856909655471_109600/,Carmelitas-Vidal-Barrio Blanco-Pizarrales (Salamanca Capital),2,170,salamanca,En buen estado,0.0,,Amueblada,2,3,90
Es una habitación individual exterior disponible a partir del dia 15-05-2019. El tamaño de la habitación es gran...,18,,/alquilar/habitacion-carmelitas_vidal_barrio_blanco_pizarrales37006-945856909651955_109600/,Carmelitas-Vidal-Barrio Blanco-Pizarrales (Salamanca Capital),,425,salamanca,A estrenar,0.0,,Amueblada,2,5,100
"Es una habitación doble exterior disponible a partir del dia 01-07-2019. El tamaño de la habitación es grande,  ...",25,,/alquilar/habitacion-carmelitas_vidal_barrio_blanco_pizarrales37007-945856909664823_109600/,Carmelitas-Vidal-Barrio Blanco-Pizarrales (Salamanca Capital),1,250,salamanca,En buen estado,0.0,,Amueblada,1,2,90
Es una habitación individual exterior disponible a partir del dia 01-08-2019. La duración mínima del contrato es...,18,,/alquilar/habitacion-salamanca_capital_distrito_centro37002-945856909653412_109600/,Centro-Casco Histórico (Salamanca Capital),,290,salamanca,En buen estado,0.0,,Amueblada,3,5,130
Es una habitación individual exterior disponible a partir del dia 06-08-2018. La duración mínima del contrato es...,18,Chicas,/alquilar/habitacion-delicias_prosperidad_rollo_puente_ladrillo37003-945856909672947_109600/,Delicias-Prosperidad-Rollo-Puente Ladrillo (Salamanca Capital),,200,salamanca,0,0.0,,Amueblada,2,4,130
Es una habitación individual exterior disponible a partir del dia 01-07-2019. La duración máxima del contrato es...,18,,/alquilar/habitacion-carmelitas_vidal_barrio_blanco_pizarrales37007-945856909665263_109600/,Carmelitas-Vidal-Barrio Blanco-Pizarrales (Salamanca Capital),1,250,salamanca,En buen estado,0.0,,Amueblada,1,3,70
Es una habitación individual  disponible a partir del dia 01-09-2019. La duración mínima del contrato es Más de ...,18,Chicas,/alquilar/habitacion-salamanca_capital_distrito_centro37002-945856909667561_109600/,Centro-Casco Histórico (Salamanca Capital),2,300,salamanca,En buen estado,0.0,,Amueblada,2,3,100
Es una habitación individual  disponible a partir del dia 01-02-2020. La duración mínima del contrato es 5 Meses...,18,Chicas,/alquilar/habitacion-san_bernardo_campus_platina37007-945856909669623_109600/,San Bernardo-Campus-Platina (Salamanca Capital),5,220,salamanca,En buen estado,0.0,,Amueblada,2,5,100
Es una habitación individual exterior disponible a partir del dia 01-07-2019. El tamaño de la habitación es gran...,18,,/alquilar/habitacion-san_bernardo_campus_platina37007-945856909661268_109600/,San Bernardo-Campus-Platina (Salamanca Capital),5,200,salamanca,En buen estado,0.0,,Amueblada,1,9,226
Es una habitación individual  disponible a partir del dia 01-09-2019. La duración mínima del contrato es Más de ...,18,,/alquilar/habitacion-san_bernardo_campus_platina37007-945856909662199_109600/,San Bernardo-Campus-Platina (Salamanca Capital),2,150,salamanca,0,0.0,,Amueblada,2,4,90
Es una habitación individual exterior disponible a partir del dia 05-11-2018. El tamaño de la habitación es medi...,18,,/alquilar/habitacion-san_bernardo_campus_platina37007-945856909682223_109600/,San Bernardo-Campus-Platina (Salamanca Capital),3,400,salamanca,En buen estado,0.0,,Amueblada,1,3,100
Es una habitación individual exterior disponible a partir del dia 01-08-2018. La duración mínima del contrato es...,18,Chicas,/alquilar/habitacion-carmelitas_vidal_barrio_blanco_pizarrales37006-945856909666872_109600/,Carmelitas-Vidal-Barrio Blanco-Pizarrales (Salamanca Capital),,165,salamanca,0,0.0,,Amueblada,1,3,86
Es una habitación individual exterior disponible a partir del dia 10-06-2019. El tamaño de la habitación es gran...,18,,/alquilar/habitacion-san_bernardo_campus_platina37007-945856909667569_109600/,San Bernardo-Campus-Platina (Salamanca Capital),,190,salamanca,En buen estado,0.0,,Amueblada,5,9,226
Es una habitación individual exterior disponible a partir del dia 31-01-2020. La duración mínima del contrato es...,18,Chicas,/alquilar/habitacion-salesas_glorieta_chinchibarra_capuchinos37005-945856909640681_109600/,Salesas-Glorieta-Chinchibarra-Capuchinos (Salamanca Capital),2,255,salamanca,0,0.0,,Amueblada,1,4,74
Es una habitación individual exterior disponible a partir del dia 01-10-2018. El tamaño de la habitación es gran...,18,,/alquilar/habitacion-san_bernardo_campus_platina37007-945856909666275_109600/,San Bernardo-Campus-Platina (Salamanca Capital),4,185,salamanca,0,0.0,,Amueblada,2,4,100
Es una habitación individual exterior disponible a partir del dia 12-07-2017. La duración mínima del contrato es...,18,Chicas,/alquilar/habitacion-carmelitas_vidal_barrio_blanco_pizarrales37007-945856909648247_109600/,Carmelitas-Vidal-Barrio Blanco-Pizarrales (Salamanca Capital),2,255,salamanca,En buen estado,0.0,,Amueblada,2,4,120
Es una habitación individual  disponible a partir del dia 01-09-2019. La duración mínima del contrato es Más de ...,18,,/alquilar/habitacion-salamanca_capital_distrito_centro37002-945856909648968_109600/,Centro-Casco Histórico (Salamanca Capital),3,300,salamanca,En buen estado,0.0,,Amueblada,2,4,90
Es una habitación individual exterior disponible a partir del dia 01-08-2018. La duración mínima del contrato es...,18,Chicas,/alquilar/habitacion-carmelitas_vidal_barrio_blanco_pizarrales37006-945856909666873_109600/,Carmelitas-Vidal-Barrio Blanco-Pizarrales (Salamanca Capital),,165,salamanca,0,0.0,,Amueblada,1,3,86
Es una habitación individual exterior disponible a partir del dia 15-05-2019. El tamaño de la habitación es medi...,18,,/alquilar/habitacion-carmelitas_vidal_barrio_blanco_pizarrales37006-945856909651952_109600/,Carmelitas-Vidal-Barrio Blanco-Pizarrales (Salamanca Capital),,375,salamanca,A estrenar,0.0,,Amueblada,2,5,100
"telefono 636745748habitación estudiantes a siete minutos a pie del campus. El piso tiene ascensor, calefacción y...",18,,/alquilar/habitacion-san_bernardo_campus_platina37007-945856909667453_109600/,San Bernardo-Campus-Platina (Salamanca Capital),3,400,salamanca,En buen estado,0.0,,Amueblada,1,3,100
Es una habitación doble exterior disponible a partir del dia 28-09-2019. La duración mínima del contrato es Más ...,18,,/alquilar/habitacion-salamanca_capital_centro_casco_historico37002-945856909694575_109600/,Centro-Casco Histórico (Salamanca Capital),,330,salamanca,0,0.0,,Amueblada,3,5,150
"Superficie construida 180 m², superficie útil 140 m², 3 baños.",19,Chicos,/alquilar/habitacion-salamanca_capital_centro_casco_historico-945856909673975_109800/,Centro-Casco Histórico (Salamanca Capital),3,250,salamanca,En buen estado,0.0,,Amueblada,3,5,180
Es una habitación individual exterior disponible a partir del dia 20-05-2019. La duración mínima del contrato es...,18,,/alquilar/habitacion-san_bernardo_campus_platina37007-945856909651589_109600/,San Bernardo-Campus-Platina (Salamanca Capital),2,185,salamanca,En buen estado,0.0,,Amueblada,1,4,85
"A partir de diciembre, se alquila habitación en piso compartido con chicas.exterior, luminosa, equipada con tv, ...",18,Chicas,/alquilar/habitacion-delicias_prosperidad_rollo_puente_ladrillo-945856909702376_109800/,Delicias-Prosperidad-Rollo-Puente Ladrillo (Salamanca Capital),4,225,salamanca,En buen estado,0.0,,Amueblada,2,4,110
Es una habitación individual exterior disponible a partir del dia 06-08-2018. La duración mínima del contrato es...,18,Chicas,/alquilar/habitacion-delicias_prosperidad_rollo_puente_ladrillo37003-945856909672945_109600/,Delicias-Prosperidad-Rollo-Puente Ladrillo (Salamanca Capital),,200,salamanca,0,0.0,,Amueblada,2,4,130
Es una habitación individual exterior disponible a partir del dia 11-09-2019. La duración mínima del contrato es...,18,,/alquilar/habitacion-salamanca_capital_distrito_centro37002-945856909661574_109600/,Centro-Casco Histórico (Salamanca Capital),3,275,salamanca,En buen estado,0.0,,Amueblada,3,5,130
Es una habitación individual exterior disponible a partir del dia 28-09-2019. La duración máxima del contrato es...,18,,/alquilar/habitacion-salamanca_capital_centro_casco_historico37002-945856909694573_109600/,Centro-Casco Histórico (Salamanca Capital),,340,salamanca,0,0.0,,Amueblada,3,5,150
"Es una habitación individual  disponible a partir del dia 28-09-2019. El tamaño de la habitación es mediana,  si...",18,,/alquilar/habitacion-salamanca_capital_centro_casco_historico37002-945856909694577_109600/,Centro-Casco Histórico (Salamanca Capital),,330,salamanca,0,0.0,,Amueblada,3,5,150
Es una habitación individual exterior disponible a partir del dia 24-06-2019. El tamaño de la habitación es gran...,18,,/alquilar/habitacion-san_bernardo_campus_platina37007-945856909661269_109600/,San Bernardo-Campus-Platina (Salamanca Capital),5,210,salamanca,En buen estado,0.0,,Amueblada,1,9,226
Es una habitación individual exterior disponible a partir del dia 19-08-2019. El tamaño de la habitación es gran...,18,,/alquilar/habitacion-carmelitas_vidal_barrio_blanco_pizarrales37007-945856909677745_109600/,Carmelitas-Vidal-Barrio Blanco-Pizarrales (Salamanca Capital),1,400,salamanca,En buen estado,0.0,,Amueblada,1,1,120
Paseo de la Estación Paseo de la Estación 35. Piso en zona tranquila. Somos un chico y una chica. Buscamos un co...,,Chicas y chicos,/alquilar/habitacion-salesas_glorieta_chinchibarra_capuchinos-945856909698663_109800/,Salesas-Glorieta-Chinchibarra-Capuchinos (Salamanca Capital),2,200,salamanca,Reformado,0.0,,Amueblada,1,3,50
Es una habitación individual exterior disponible a partir del dia 01-06-2019. La duración mínima del contrato es...,20,Chicas,/alquilar/habitacion-salamanca_capital_distrito_centro37002-945856909649647_109600/,Centro-Casco Histórico (Salamanca Capital),1,270,salamanca,En buen estado,0.0,,Amueblada,2,4,80
Es una habitación individual exterior disponible a partir del dia 01-09-2019. La duración mínima del contrato es...,18,,/alquilar/habitacion-carmelitas_vidal_barrio_blanco_pizarrales37006-945856909663960_109600/,Carmelitas-Vidal-Barrio Blanco-Pizarrales (Salamanca Capital),3,162,salamanca,En buen estado,0.0,,Amueblada,2,4,94
"Se alquila habitación a chica estudiante próximo curso,próxima campus universitario Miguel de Unamuno y estación...",20,Chicas,/alquilar/habitacion-san_bernardo_campus_platina-945856909686951_109800/,San Bernardo-Campus-Platina (Salamanca Capital),2,180,salamanca,En buen estado,0.0,,0,1,0,75
Es una habitación individual exterior disponible a partir del dia 22-07-2019. La duración mínima del contrato es...,18,,/alquilar/habitacion-salamanca_capital_distrito_centro37002-945856909661575_109600/,Centro-Casco Histórico (Salamanca Capital),3,260,salamanca,En buen estado,0.0,,Amueblada,3,5,130
Es una habitación individual exterior disponible a partir del dia 12-07-2017. La duración mínima del contrato es...,18,Chicas,/alquilar/habitacion-salamanca_capital_distrito_centro37002-945856909648246_109600/,Centro-Casco Histórico (Salamanca Capital),2,275,salamanca,En buen estado,0.0,,Amueblada,2,4,120
Es una habitación individual exterior disponible a partir del dia 01-06-2019. La duración mínima del contrato es...,20,Chicas,/alquilar/habitacion-salamanca_capital_distrito_centro37002-945856909649646_109600/,Centro-Casco Histórico (Salamanca Capital),1,270,salamanca,En buen estado,0.0,,Amueblada,2,4,80
Es una habitación individual  disponible a partir del dia 03-10-2017. La duración mínima del contrato es Más de ...,18,Chicas,/alquilar/habitacion-salamanca_capital_centro_casco_historico37001-945856909673980_109600/,Centro-Casco Histórico (Salamanca Capital),3,150,salamanca,En buen estado,0.0,,Amueblada,2,4,120
"Es una habitación individual  disponible a partir del dia 02-07-2019. El tamaño de la habitación es mediana,  co...",18,,/alquilar/habitacion-salamanca_capital_distrito_centro37001-945856909667992_109600/,Centro-Casco Histórico (Salamanca Capital),1,250,salamanca,En buen estado,0.0,,Amueblada,1,3,84
Es una habitación individual  disponible a partir del dia 01-07-2019. La duración mínima del contrato es Más de ...,21,,/alquilar/habitacion-carmelitas_vidal_barrio_blanco_pizarrales37007-945856909648269_109600/,Carmelitas-Vidal-Barrio Blanco-Pizarrales (Salamanca Capital),2,220,salamanca,En buen estado,0.0,,Amueblada,1,4,110
"Habitación en piso compartido para estudiantes ,zona céntrica piso tranquilo habitaciones muy independientes cal...",8,Chicas y chicos,/alquilar/habitacion-salamanca_capital_distrito_centro-945856909663999_109800/,Centro-Casco Histórico (Salamanca Capital),4,225,salamanca,En buen estado,0.0,,Amueblada,2,0,110
"Oportunidad estudiantes, calefaccion incluida en el precio Todas las habitaciones, salón y cocina exteriores, ...",18,Chicas,/alquilar/habitacion-garrido_labradores-945856909672910_109800/,Garrido-Labradores (Salamanca Capital),4,200,salamanca,En buen estado,0.0,,Amueblada,2,4,150
"Es una habitación individual  disponible a partir del dia 03-01-2020. El tamaño de la habitación es pequeña,  co...",18,,/alquilar/habitacion-segovia_capital_centro40001-945856909697804_109600/,Centro (Segovia Capital),4,350,segovia,En buen estado,0.0,,Amueblada,2,6,200
Es una habitación individual exterior disponible a partir del dia 01-09-2019. La duración mínima del contrato es...,18,,/alquilar/habitacion-jose_zorrilla_padre_claret40005-945856909669089_109600/,José Zorrilla-Padre Claret (Segovia Capital),3,200,segovia,En buen estado,0.0,,Amueblada,2,3,466
Es una habitación individual exterior disponible a partir del dia 01-09-2019. La duración mínima del contrato es...,18,Chicas,/alquilar/habitacion-plaza_de_toros40006-945856909685951_109600/,Plaza de Toros (Segovia Capital),1,250,segovia,En buen estado,0.0,,Amueblada,2,1,120
Es una habitación individual exterior disponible a partir del dia 08-07-2019. La duración mínima del contrato es...,18,Chicas,/alquilar/habitacion-segovia_capital_centro40004-945856909669652_109600/,Centro (Segovia Capital),1,200,segovia,En buen estado,0.0,,Amueblada,2,4,110
Es una habitación individual exterior disponible a partir del dia 03-01-2020. El tamaño de la habitación es gran...,18,,/alquilar/habitacion-segovia_capital_centro40001-945856909670689_109600/,Centro (Segovia Capital),4,750,segovia,En buen estado,0.0,,Amueblada,2,6,200
"Es una habitación doble exterior disponible a partir del dia 13-09-2019. El tamaño de la habitación es grande,  ...",18,Chicas,/alquilar/habitacion-alfalfa41004-945856909690485_109600/,Alfalfa (Distrito Casco Antiguo. Sevilla Capital),,600,sevilla,En buen estado,0.0,,Amueblada,2,3,110
Es una habitación individual exterior disponible a partir del dia 01-09-2019. La duración mínima del contrato es...,22,Chicas,/alquilar/habitacion-los_remedios_barrio41011-945856909683149_109600/,Los Remedios (Distrito Los Remedios. Sevilla Capital),1,315,sevilla,En buen estado,0.0,,Amueblada,1,2,80
Es una habitación individual exterior disponible a partir del dia 14-05-2018. La duración mínima del contrato es...,20,Chicos,/alquilar/habitacion-san_diego_las_almenas41015-945856909695679_109600/,San Diego-Las Almenas (Distrito Norte. Sevilla Capital),3,220,sevilla,0,0.0,,Amueblada,1,4,100
Es una habitación doble exterior disponible a partir del dia 06-09-2017. La duración mínima del contrato es 3 me...,21,,/alquilar/habitacion-alcala_de_guadaira_los_molinos-945856909703139_109600/,Los Molinos (Alcalá de Guadaíra),1,230,sevilla,En buen estado,0.0,,Amueblada,1,2,110
Es una habitación individual exterior disponible a partir del dia 04-11-2019. La duración mínima del contrato es...,22,Chicos,/alquilar/habitacion-nervion_barrio41005-945856909703164_109600/,Nervión (Distrito Nervión. Sevilla Capital),2,267,sevilla,En buen estado,0.0,,Amueblada,2,3,150
Es una habitación individual exterior disponible a partir del dia 01-09-2019. La duración mínima del contrato es...,22,Chicos,/alquilar/habitacion-nervion_ciudad_jardin41005-945856909680428_109600/,Ciudad Jardín (Distrito Nervión. Sevilla Capital),,300,sevilla,0,0.0,,Amueblada,1,3,80
Es una habitación individual exterior disponible a partir del dia 31-10-2019. El tamaño de la habitación es gran...,21,,/alquilar/habitacion-alcala_de_guadaira_los_molinos-945856909703140_109600/,Los Molinos (Alcalá de Guadaíra),1,250,sevilla,En buen estado,0.0,,Amueblada,1,2,110
Es una habitación individual exterior disponible a partir del dia 01-09-2019. La duración mínima del contrato es...,23,,/alquilar/habitacion-doctor_frediani41009-945856909683936_109600/,Doctor Frediani (Distrito Macarena. Sevilla Capital),1,320,sevilla,En buen estado,0.0,,Amueblada,1,2,80
"Alquilo magnifica buhardilla (27m2)en chalet con piscina y aparcamiento varios coches.Tiene cama d matrimonio, o...",25,,/alquilar/habitacion-nuevo_bulevar-945856909677083_109600/,Nuevo Bulevar (Mairena del Aljarafe),3,390,sevilla,En buen estado,0.0,,Amueblada,3,6,360
"Magnifica habitación grande en piso reformado y tranquilo, con internet (20 mg de fibra óptica), cama de 90 cm, ...",18,,/alquilar/habitacion-doctor_frediani41009-945856909613554_109600/,Doctor Frediani (Distrito Macarena. Sevilla Capital),3,260,sevilla,En buen estado,0.0,,Amueblada,1,4,75
Es una habitación individual exterior disponible a partir del dia 16-10-2019. El tamaño de la habitación es medi...,26,,/alquilar/habitacion-aljamar-945856909699393_109600/,Aljamar (Tomares),2,550,sevilla,En buen estado,0.0,,Amueblada,4,4,250
Es una habitación doble exterior disponible a partir del dia 13-09-2019. La duración mínima del contrato es Más ...,18,Chicas,/alquilar/habitacion-nervion_barrio41005-945856909689889_109600/,Nervión (Distrito Nervión. Sevilla Capital),1,400,sevilla,A estrenar,0.0,,Amueblada,3,4,350
"Es una habitación individual  disponible a partir del dia 09-09-2019. El tamaño de la habitación es mediana,  si...",18,,/alquilar/habitacion-casco_antiguo_santa_cruz41004-945856909689221_109600/,Santa Cruz (Distrito Casco Antiguo. Sevilla Capital),4,400,sevilla,A estrenar,0.0,,Amueblada,2,5,280
Es una habitación individual exterior disponible a partir del dia 02-09-2019. El tamaño de la habitación es gran...,20,,/alquilar/habitacion-montequinto_el_colmenar41089-945856909686296_109600/,Montequinto-El Colmenar (Dos Hermanas),1,270,sevilla,En buen estado,0.0,,Amueblada,2,4,100
Es una habitación individual exterior disponible a partir del dia 01-09-2019. La duración mínima del contrato es...,23,Chicas,/alquilar/habitacion-los_remedios_barrio41011-945856909681485_109600/,Los Remedios (Distrito Los Remedios. Sevilla Capital),1,315,sevilla,En buen estado,0.0,,Amueblada,1,2,80
Es una habitación individual exterior disponible a partir del dia 10-11-2019. El tamaño de la habitación es medi...,25,Chicas,/alquilar/habitacion-zona_esperanza_de_triana41010-945856909701908_109600/,Zona Esperanza de Triana (Distrito Triana. Sevilla Capital),1,320,sevilla,En buen estado,0.0,,Amueblada,1,1,1
Es una habitación doble exterior disponible a partir del dia 12-09-2019. La duración mínima del contrato es Más ...,18,Chicas,/alquilar/habitacion-nervion_barrio41005-945856909689887_109600/,Nervión (Distrito Nervión. Sevilla Capital),1,400,sevilla,A estrenar,0.0,,Amueblada,3,4,350
"Es una habitación doble exterior disponible a partir del dia 10-09-2019. El tamaño de la habitación es grande,  ...",18,Chicas,/alquilar/habitacion-alfalfa41004-945856909689568_109600/,Alfalfa (Distrito Casco Antiguo. Sevilla Capital),2,600,sevilla,En buen estado,0.0,,Amueblada,2,3,110
Es una habitación individual exterior disponible a partir del dia 01-07-2018. La duración mínima del contrato es...,25,,/alquilar/habitacion-encarnacion_regina41002-945856909677981_109600/,Encarnación-Regina (Distrito Casco Antiguo. Sevilla Capital),1,250,sevilla,0,0.0,,Amueblada,1,2,120
Es una habitación individual exterior disponible a partir del dia 01-11-2019. La duración mínima del contrato es...,18,Chicas,/alquilar/habitacion-feria_alameda41003-945856909703153_109600/,Feria-Alameda (Distrito Casco Antiguo. Sevilla Capital),2,350,sevilla,En buen estado,0.0,,Amueblada,1,3,80
Es una habitación doble exterior disponible a partir del dia 15-07-2019. La duración máxima del contrato es 5 Me...,18,Chicas,/alquilar/habitacion-bollullos_de_la_mitacion_centro_urbano41110-945856909669653_109600/,Bollullos de la Mitación,2,280,sevilla,En buen estado,0.0,,Amueblada,1,3,72
Es una habitación individual exterior disponible a partir del dia 01-07-2019. La duración mínima del contrato es...,18,,/alquilar/habitacion-los_remedios_barrio41011-945856909662529_109600/,Los Remedios (Distrito Los Remedios. Sevilla Capital),1,260,sevilla,En buen estado,0.0,,Amueblada,1,3,75
"Se busca chico estudiante  para piso compartido de tres habitaciones. Habitacion amplia  individual al exterior,...",22,Chicas,/alquilar/habitacion-los_remedios_barrio41011-945856909702380_109600/,Los Remedios (Distrito Los Remedios. Sevilla Capital),,330,sevilla,En buen estado,0.0,,Amueblada,1,4,80
Es una habitación doble exterior disponible a partir del dia 22-10-2019. La duración mínima del contrato es Más ...,18,,/alquilar/habitacion-la_buhaira_san_bernardo41018-945856909701320_109600/,La Buhaira-San Bernardo (Distrito Nervión. Sevilla Capital),3,400,sevilla,A estrenar,0.0,,Amueblada,2,4,100
Es una habitación doble exterior disponible a partir del dia 01-11-2019. La duración mínima del contrato es Más ...,18,Chicas,/alquilar/habitacion-pino_montano41015-945856909702201_109600/,Pino Montano (Distrito Norte. Sevilla Capital),3,300,sevilla,En buen estado,0.0,,Amueblada,2,4,100
Es una habitación individual exterior disponible a partir del dia 01-09-2019. La duración mínima del contrato es...,22,Chicos,/alquilar/habitacion-nervion_ciudad_jardin41005-945856909680426_109600/,Ciudad Jardín (Distrito Nervión. Sevilla Capital),,475,sevilla,0,0.0,,Amueblada,1,3,80
Es una habitación individual exterior disponible a partir del dia 28-10-2019. El tamaño de la habitación es gran...,18,,/alquilar/habitacion-cerro_amate_la_plata-945856909669107_109600/,La Plata (Distrito Cerro Amate. Sevilla Capital),2,290,sevilla,0,0.0,,Amueblada,3,3,300
Es una habitación individual exterior disponible a partir del dia 01-11-2019. El tamaño de la habitación es medi...,18,,/alquilar/habitacion-la_buhaira_san_bernardo41004-945856909680179_109600/,La Buhaira-San Bernardo (Distrito Nervión. Sevilla Capital),4,300,sevilla,En buen estado,0.0,,Amueblada,1,4,140
Es una habitación individual  disponible a partir del dia 01-10-2019. La duración mínima del contrato es 5 Meses...,18,Chicas,/alquilar/habitacion-camas_centro_urbano-945856909695384_109600/,Camas,1,200,sevilla,0,0.0,,Amueblada,1,3,80
Es una habitación individual exterior disponible a partir del dia 03-09-2019. La duración mínima del contrato es...,18,,/alquilar/habitacion-san_jeronimo_la_bachillera41015-945856909687201_109600/,San Jerónimo-La Bachillera (Distrito Norte. Sevilla Capital),1,275,sevilla,En buen estado,0.0,,Amueblada,1,4,90
"Piso para alquiler de 2 dormitorios con cama de matrimonio y armario empotrado, baño completo, salón-cocina y so...",18,,/alquilar/habitacion-guillena_centro_urbano-945856909662105_109600/,Guillena,,380,sevilla,A estrenar,0.0,,Amueblada,1,1,50
"Es una habitación individual  disponible a partir del dia 09-08-2019. El tamaño de la habitación es mediana,  si...",20,Chicas,/alquilar/habitacion-avenida_de_las_ciencias_emilio_lemos41020-945856909679726_109600/,Avenida de las Ciencias-Emilio Lemos (Distrito Este-Alcosa-Torreblanca. Sevilla Capital),1,230,sevilla,En buen estado,0.0,,Amueblada,2,1,130
"Es una habitación doble exterior disponible a partir del dia 09-09-2019. El tamaño de la habitación es mediana, ...",18,,/alquilar/habitacion-casco_antiguo_santa_cruz41004-945856909689222_109600/,Santa Cruz (Distrito Casco Antiguo. Sevilla Capital),4,300,sevilla,A estrenar,0.0,,Amueblada,2,5,280
Es una habitación individual exterior disponible a partir del dia 26-08-2019. La duración mínima del contrato es...,27,,/alquilar/habitacion-pio_xii41008-945856909683467_109600/,Pío XII (Distrito Macarena. Sevilla Capital),1,420,sevilla,En buen estado,0.0,,Amueblada,1,3,97
